"ID","Data.Source","Sequence.Length","Sequence.Quality","Collection.Date","Country","Location","GenBank","GISAID","Genome.Warehouse","NMDC","CNGBdb"
"EPI_ISL_417264","GISAID",29900,"High","2020/3/4","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417265","GISAID",29903,"High","2020/3/8","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417266","GISAID",29903,"High","2020/3/5","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417268","GISAID",29903,"High","2020/3/5","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417272","GISAID",29903,"High","2020/3/6","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_414690","GISAID",29858,"High","2020/2/25","China","China / Guangdong",0,1,0,0,0
"EPI_ISL_417191","GISAID",29785,"High","2020/3/10","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417200","GISAID",29838,"High","2020/3/21","United States","United States / Wisconsin / Dane",0,1,0,0,0
"EPI_ISL_417201","GISAID",29860,"High","2020/3/21","United States","United States / Wisconsin / Dane",0,1,0,0,0
"EPI_ISL_417202","GISAID",29840,"High","2020/3/21","United States","United States / Wisconsin / Dane",0,1,0,0,0
"EPI_ISL_417203","GISAID",29838,"High","2020/3/21","United States","United States / Wisconsin / Dane",0,1,0,0,0
"EPI_ISL_417204","GISAID",29841,"High","2020/3/21","United States","United States / Wisconsin / Dane",0,1,0,0,0
"EPI_ISL_417211","GISAID",29682,"High","2020/3/11","New Zealand","New Zealand / Otago",0,1,0,0,0
"EPI_ISL_417212","GISAID",29685,"High","2020/3/11","New Zealand","New Zealand / Otago",0,1,0,0,0
"EPI_ISL_417222","GISAID",29903,"High","2020/3/4","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417226","GISAID",29903,"High","2020/3/2","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417227","GISAID",29903,"High","2020/3/3","United Kingdom","United Kingdom / England",0,1,0,0,0
"GWHACDD01000001","Genome Warehouse",29836,"High","2020/3/4","Pakistan","Pakistan / Gilgit",0,0,1,0,0
"EPI_ISL_417185","GISAID",29903,"High","2020/2/9","China","China / Hong Kong",0,1,0,0,0
"EPI_ISL_417186","GISAID",29903,"High","2020/3/21","South Africa","South Africa / KZN",0,1,0,0,0
"EPI_ISL_417187","GISAID",29903,"High","2020/2/8","China","China / Hong Kong",0,1,0,0,0
"EPI_ISL_417188","GISAID",29903,"High","2020/2/8","China","China / Hong Kong",0,1,0,0,0
"EPI_ISL_417193","GISAID",29903,"High","2020/2/9","China","China / Hong Kong",0,1,0,0,0
"EPI_ISL_417197","GISAID",29903,"High","2020/2/9","China","China / Hong Kong",0,1,0,0,0
"MT226610","GenBank",29899,"High","2020/1/20","China","China",1,0,0,0,0
"EPI_ISL_417144","GISAID",29903,"High","2020/3/2","United States","United States / Washington / Snohomish County",0,1,0,0,0
"EPI_ISL_417145","GISAID",29903,"High","2020/2/29","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417146","GISAID",29903,"High","2020/2/29","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417147","GISAID",29903,"High","2020/2/28","United States","United States / Washington / Snohomish County",0,1,0,0,0
"EPI_ISL_417148","GISAID",29903,"High","2020/2/28","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417149","GISAID",29903,"High","2020/2/28","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417150","GISAID",29903,"High","2020/2/28","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417151","GISAID",29903,"High","2020/2/29","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417152","GISAID",29903,"High","2020/2/28","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417153","GISAID",29903,"High","2020/2/29","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417154","GISAID",29903,"High","2020/2/28","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417155","GISAID",29903,"High","2020/2/28","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417156","GISAID",29903,"High","2020/2/28","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417157","GISAID",29903,"High","2020/3/5","United States","United States / Washington / Snohomish County",0,1,0,0,0
"EPI_ISL_417158","GISAID",29903,"High","2020/2/28","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417159","GISAID",29903,"High","2020/2/29","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417160","GISAID",29903,"High","2020/2/29","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417161","GISAID",29903,"High","2020/2/29","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417162","GISAID",29903,"High","2020/3/1","United States","United States / Washington / Snohomish County",0,1,0,0,0
"EPI_ISL_417163","GISAID",29903,"High","2020/3/5","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417164","GISAID",29903,"High","2020/3/7","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417165","GISAID",29903,"High","2020/3/8","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417167","GISAID",29903,"High","2020/3/5","United States","United States / Washington / Snohomish County",0,1,0,0,0
"EPI_ISL_417168","GISAID",29903,"High","2020/2/29","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417169","GISAID",29903,"High","2020/3/2","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_417170","GISAID",29903,"High","2020/3/2","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_417171","GISAID",29903,"High","2020/3/1","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417172","GISAID",29903,"High","2020/2/29","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417175","GISAID",29903,"High","2020/3/2","United States","United States / Washington / Grant County",0,1,0,0,0
"EPI_ISL_417178","GISAID",29903,"High","2020/1/25","China","China / Hong Kong",0,1,0,0,0
"EPI_ISL_417100","GISAID",29903,"High","2020/2/29","United States","United States / Washington / Snohomish County",0,1,0,0,0
"EPI_ISL_417101","GISAID",29903,"High","2020/2/29","United States","United States / Washington / Snohomish County",0,1,0,0,0
"EPI_ISL_417102","GISAID",29903,"High","2020/3/4","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417103","GISAID",29903,"High","2020/3/5","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417104","GISAID",29903,"High","2020/3/3","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_417105","GISAID",29903,"High","2020/3/3","United States","United States / Washington / Snohomish County",0,1,0,0,0
"EPI_ISL_417106","GISAID",29903,"High","2020/3/3","United States","United States / Washington / Snohomish County",0,1,0,0,0
"EPI_ISL_417107","GISAID",29903,"High","2020/3/5","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417108","GISAID",29903,"High","2020/2/29","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417110","GISAID",29903,"High","2020/3/3","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_417112","GISAID",29903,"High","2020/3/2","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417114","GISAID",29903,"High","2020/3/5","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417115","GISAID",29903,"High","2020/3/3","United States","United States / Washington / Snohomish County",0,1,0,0,0
"EPI_ISL_417116","GISAID",29903,"High","2020/3/4","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417117","GISAID",29903,"High","2020/3/3","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417118","GISAID",29903,"High","2020/3/3","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417119","GISAID",29903,"High","2020/3/6","United States","United States / Washington / Snohomish County",0,1,0,0,0
"EPI_ISL_417120","GISAID",29903,"High","2020/3/4","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417121","GISAID",29903,"High","2020/3/4","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417122","GISAID",29903,"High","2020/3/5","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417123","GISAID",29903,"High","2020/3/5","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417124","GISAID",29903,"High","2020/3/5","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417125","GISAID",29903,"High","2020/3/6","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417126","GISAID",29903,"High","2020/3/5","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_417127","GISAID",29903,"High","2020/3/5","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417128","GISAID",29903,"High","2020/3/5","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417129","GISAID",29903,"High","2020/3/5","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417132","GISAID",29903,"High","2020/3/5","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417133","GISAID",29903,"High","2020/3/5","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417134","GISAID",29903,"High","2020/2/26","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417135","GISAID",29903,"High","2020/2/22","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417136","GISAID",29903,"High","2020/3/5","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417137","GISAID",29903,"High","2020/2/21","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417139","GISAID",29903,"High","2020/3/1","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417140","GISAID",29903,"High","2020/3/1","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417141","GISAID",29903,"High","2020/3/1","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417142","GISAID",29903,"High","2020/2/29","United States","United States / Washington / Umatilla County",0,1,0,0,0
"EPI_ISL_417143","GISAID",29903,"High","2020/2/29","United States","United States / Washington / Umatilla County",0,1,0,0,0
"EPI_ISL_417031","GISAID",29864,"High","2020/3/11","Australia","Australia / Queensland / Gold Coast",0,1,0,0,0
"EPI_ISL_417032","GISAID",29864,"High","2020/3/11","Australia","Australia / Queensland / Rockhampton",0,1,0,0,0
"EPI_ISL_417033","GISAID",29865,"High","2020/3/11","Australia","Australia / Queensland / Brisbane",0,1,0,0,0
"EPI_ISL_417034","GISAID",29789,"High","2020/3/16","Brazil","Brazil / Amazonas State / Manaus",0,1,0,0,0
"EPI_ISL_417064","GISAID",29834,"High","2020/1/21","China","China / Hong Kong",0,1,0,0,0
"EPI_ISL_417065","GISAID",29903,"High","2020/3/3","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_417066","GISAID",29903,"High","2020/3/3","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417068","GISAID",29903,"High","2020/3/2","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417069","GISAID",29903,"High","2020/3/3","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_417070","GISAID",29903,"High","2020/3/3","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417071","GISAID",29903,"High","2020/3/3","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417072","GISAID",29903,"High","2020/3/2","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417073","GISAID",29903,"High","2020/3/2","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_417074","GISAID",29903,"High","2020/3/2","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417075","GISAID",29903,"High","2020/3/2","United States","United States / Washington / Snohomish County",0,1,0,0,0
"EPI_ISL_417076","GISAID",29903,"High","2020/3/2","United States","United States / Washington / Snohomish County",0,1,0,0,0
"EPI_ISL_417077","GISAID",29903,"High","2020/3/2","United States","United States / Washington / Snohomish County",0,1,0,0,0
"EPI_ISL_417079","GISAID",29903,"High","2020/3/2","United States","United States / Washington / Snohomish County",0,1,0,0,0
"EPI_ISL_417081","GISAID",29903,"High","2020/3/2","United States","United States / Washington / Snohomish County",0,1,0,0,0
"EPI_ISL_417082","GISAID",29903,"High","2020/3/2","United States","United States / Washington / Grant County",0,1,0,0,0
"EPI_ISL_417085","GISAID",29903,"High","2020/3/2","United States","United States / Washington / Snohomish County",0,1,0,0,0
"EPI_ISL_417086","GISAID",29903,"High","2020/3/1","United States","United States / Washington / Clark County",0,1,0,0,0
"EPI_ISL_417087","GISAID",29903,"High","2020/3/2","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_417088","GISAID",29903,"High","2020/3/2","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_417089","GISAID",29903,"High","2020/3/2","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_417091","GISAID",29903,"High","2020/3/4","United States","United States / Washington / Snohomish County",0,1,0,0,0
"EPI_ISL_417092","GISAID",29903,"High","2020/3/4","United States","United States / Washington / Snohomish County",0,1,0,0,0
"EPI_ISL_417093","GISAID",29903,"High","2020/2/28","United States","United States / Washington / Snohomish County",0,1,0,0,0
"EPI_ISL_417095","GISAID",29903,"High","2020/2/28","United States","United States / Washington / King County",0,1,0,0,0
"EPI_ISL_417096","GISAID",29903,"High","2020/2/27","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_417097","GISAID",29903,"High","2020/2/28","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_417098","GISAID",29903,"High","2020/2/29","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_417099","GISAID",29903,"High","2020/2/29","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416739","GISAID",29903,"High","2020/3/9","United Kingdom","United Kingdom / England / South Yorkshire",0,1,0,0,0
"EPI_ISL_416740","GISAID",29903,"High","2020/3/3","United Kingdom","United Kingdom / England / South Yorkshire",0,1,0,0,0
"EPI_ISL_416741","GISAID",29860,"High","Feb-20","Lithuania","Lithuania / Vilnius",0,1,0,0,0
"EPI_ISL_416742","GISAID",29858,"High","Feb-20","Czech Republic","Czech Republic / Prague",0,1,0,0,0
"EPI_ISL_416743","GISAID",29866,"High","Mar-20","Czech Republic","Czech Republic / Prague",0,1,0,0,0
"EPI_ISL_416744","GISAID",29782,"High","2020/3/20","Hungary","Hungary / Baranya",0,1,0,0,0
"EPI_ISL_416745","GISAID",29879,"High","2020/3/10","France","France / ARA",0,1,0,0,0
"EPI_ISL_416746","GISAID",29879,"High","2020/3/3","France","France / ARA",0,1,0,0,0
"EPI_ISL_416747","GISAID",29878,"High","2020/3/4","France","France / ARA",0,1,0,0,0
"EPI_ISL_416748","GISAID",29879,"High","2020/3/4","France","France / ARA",0,1,0,0,0
"EPI_ISL_416749","GISAID",29879,"High","2020/3/4","France","France / ARA",0,1,0,0,0
"EPI_ISL_416750","GISAID",29879,"High","2020/3/6","France","France / ARA",0,1,0,0,0
"EPI_ISL_416751","GISAID",29879,"High","2020/3/5","France","France / ARA",0,1,0,0,0
"EPI_ISL_416752","GISAID",29879,"High","2020/3/4","France","France / ARA",0,1,0,0,0
"EPI_ISL_416753","GISAID",29879,"High","2020/3/6","France","France / ARA",0,1,0,0,0
"EPI_ISL_416754","GISAID",29879,"High","2020/3/6","France","France / ARA",0,1,0,0,0
"EPI_ISL_416756","GISAID",29879,"High","2020/3/6","France","France / ARA",0,1,0,0,0
"EPI_ISL_416757","GISAID",29879,"High","2020/3/7","France","France / ARA",0,1,0,0,0
"EPI_ISL_416758","GISAID",29879,"High","2020/3/8","France","France / ARA",0,1,0,0,0
"EPI_ISL_416829","GISAID",29870,"High","2020/2/20","Malaysia","Malaysia / Selangor",0,1,0,0,0
"EPI_ISL_416830","GISAID",29903,"High","2020/3/16","United States","United States / New York City",0,1,0,0,0
"EPI_ISL_416831","GISAID",29903,"High","2020/3/16","United States","United States / New York City",0,1,0,0,0
"EPI_ISL_416832","GISAID",29903,"High","2020/3/16","United States","United States / New York City",0,1,0,0,0
"EPI_ISL_416866","GISAID",29863,"High","2020/2/20","Malaysia","Malaysia / Selangor",0,1,0,0,0
"EPI_ISL_416994","GISAID",29781,"High","2020/3/4","Spain","Spain / Castilla y Le?n",0,1,0,0,0
"EPI_ISL_417004","GISAID",29782,"High","2020/3/5","Belgium","Belgium / Li?ge",0,1,0,0,0
"EPI_ISL_417007","GISAID",29781,"High","2020/3/7","Spain","Spain / Galicia",0,1,0,0,0
"EPI_ISL_417008","GISAID",29782,"High","2020/3/7","Belgium","Belgium / Li?ge",0,1,0,0,0
"EPI_ISL_417009","GISAID",29782,"High","2020/3/7","Belgium","Belgium / Li?ge",0,1,0,0,0
"EPI_ISL_417010","GISAID",29781,"High","2020/3/4","Spain","Spain / Madrid",0,1,0,0,0
"EPI_ISL_417014","GISAID",29782,"High","2020/3/13","Belgium","Belgium / Li?ge",0,1,0,0,0
"EPI_ISL_417015","GISAID",29782,"High","2020/3/13","Belgium","Belgium / Li?ge",0,1,0,0,0
"EPI_ISL_417016","GISAID",29782,"High","2020/3/13","Belgium","Belgium / Li?ge",0,1,0,0,0
"EPI_ISL_417017","GISAID",29782,"High","2020/3/14","Belgium","Belgium / Li?ge",0,1,0,0,0
"EPI_ISL_417018","GISAID",29782,"High","2020/3/14","Belgium","Belgium / Li?ge",0,1,0,0,0
"EPI_ISL_417019","GISAID",29782,"High","2020/3/14","Belgium","Belgium / Li?ge",0,1,0,0,0
"EPI_ISL_417020","GISAID",29782,"High","2020/3/15","Belgium","Belgium / Li?ge",0,1,0,0,0
"EPI_ISL_417021","GISAID",29782,"High","2020/3/15","Belgium","Belgium / Li?ge",0,1,0,0,0
"EPI_ISL_417022","GISAID",29782,"High","2020/3/15","Belgium","Belgium / Li?ge",0,1,0,0,0
"EPI_ISL_417023","GISAID",29782,"High","2020/3/15","Belgium","Belgium / Li?ge",0,1,0,0,0
"EPI_ISL_417025","GISAID",29782,"High","2020/3/15","Belgium","Belgium / Li?ge",0,1,0,0,0
"EPI_ISL_417028","GISAID",29903,"High","2020/3/20","United States","United States / Utah",0,1,0,0,0
"EPI_ISL_417030","GISAID",29782,"High","2020/1/24","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_416684","GISAID",29788,"High","2020/3/14","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416685","GISAID",29841,"High","2020/3/15","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416686","GISAID",29788,"High","2020/3/14","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416687","GISAID",29841,"High","2020/3/14","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416688","GISAID",29790,"High","2020/3/14","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416689","GISAID",29833,"High","2020/3/14","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416690","GISAID",29862,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416691","GISAID",29833,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416693","GISAID",29793,"High","2020/3/12","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416694","GISAID",29893,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416696","GISAID",29854,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416697","GISAID",29782,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416698","GISAID",29841,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416699","GISAID",29771,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416700","GISAID",29817,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416701","GISAID",29793,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416703","GISAID",29817,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416705","GISAID",29790,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416706","GISAID",29788,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416707","GISAID",29777,"High","2020/3/14","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416709","GISAID",29885,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416710","GISAID",29788,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416711","GISAID",29865,"High","2020/3/15","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416712","GISAID",29756,"High","2020/3/14","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416713","GISAID",29817,"High","2020/3/15","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416714","GISAID",29854,"High","2020/3/14","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416715","GISAID",29815,"High","2020/3/15","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416716","GISAID",29844,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416717","GISAID",29848,"High","2020/3/15","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416718","GISAID",29873,"High","2020/3/14","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416720","GISAID",30129,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416721","GISAID",29836,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416723","GISAID",29841,"High","2020/3/14","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416724","GISAID",29788,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416725","GISAID",29776,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416726","GISAID",29911,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416727","GISAID",29790,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416728","GISAID",29785,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416729","GISAID",29808,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416730","GISAID",29903,"High","2020/3/3","United Kingdom","United Kingdom / England / South Yorkshire",0,1,0,0,0
"EPI_ISL_416731","GISAID",29903,"High","2020/3/3","United Kingdom","United Kingdom / England / Northamtonshire",0,1,0,0,0
"EPI_ISL_416732","GISAID",29903,"High","2020/3/3","United Kingdom","United Kingdom / England / London",0,1,0,0,0
"EPI_ISL_416733","GISAID",29903,"High","2020/3/7","United Kingdom","United Kingdom / England / South Yorkshire",0,1,0,0,0
"EPI_ISL_416734","GISAID",29903,"High","2020/3/9","United Kingdom","United Kingdom / England / South Yorkshire",0,1,0,0,0
"EPI_ISL_416644","GISAID",29866,"High","2020/3/11","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416646","GISAID",29822,"High","2020/3/11","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416647","GISAID",29730,"High","2020/3/11","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416648","GISAID",29869,"High","2020/3/11","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416649","GISAID",29828,"High","2020/3/11","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416650","GISAID",29867,"High","2020/3/10","United States","United States",0,1,0,0,0
"EPI_ISL_416651","GISAID",29893,"High","2020/3/11","United States","United States",0,1,0,0,0
"EPI_ISL_416652","GISAID",29829,"High","2020/3/11","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416653","GISAID",29895,"High","2020/3/11","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416654","GISAID",29898,"High","2020/3/11","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416655","GISAID",29857,"High","2020/3/11","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416656","GISAID",29858,"High","2020/3/11","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416657","GISAID",29903,"High","2020/3/11","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416658","GISAID",29910,"High","2020/3/11","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416659","GISAID",29839,"High","2020/3/11","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416660","GISAID",29823,"High","2020/3/10","United States","United States",0,1,0,0,0
"EPI_ISL_416661","GISAID",29874,"High","2020/3/12","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416662","GISAID",29862,"High","2020/3/12","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416663","GISAID",29841,"High","2020/3/12","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416664","GISAID",29897,"High","2020/3/12","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416665","GISAID",29856,"High","2020/3/12","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416666","GISAID",29871,"High","2020/3/12","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416667","GISAID",29878,"High","2020/3/12","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416668","GISAID",29907,"High","2020/3/11","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416669","GISAID",29828,"High","2020/3/11","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416671","GISAID",29766,"High","2020/3/12","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416672","GISAID",29963,"High","2020/3/10","United States","United States",0,1,0,0,0
"EPI_ISL_416674","GISAID",29835,"High","2020/3/11","United States","United States",0,1,0,0,0
"EPI_ISL_416675","GISAID",29884,"High","2020/3/11","United States","United States",0,1,0,0,0
"EPI_ISL_416676","GISAID",29811,"High","2020/3/11","United States","United States",0,1,0,0,0
"EPI_ISL_416677","GISAID",29878,"High","2020/3/12","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416678","GISAID",29790,"High","2020/3/11","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416679","GISAID",29869,"High","2020/3/11","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416680","GISAID",29821,"High","2020/3/11","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416681","GISAID",29876,"High","2020/3/11","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416682","GISAID",29799,"High","2020/3/9","United States","United States",0,1,0,0,0
"EPI_ISL_416683","GISAID",29832,"High","2020/3/15","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_416589","GISAID",29811,"High","2020/2/16","Japan","Japan",0,1,0,0,0
"EPI_ISL_416590","GISAID",29766,"High","2020/2/16","Japan","Japan",0,1,0,0,0
"EPI_ISL_416591","GISAID",29872,"High","2020/2/16","Japan","Japan",0,1,0,0,0
"EPI_ISL_416592","GISAID",29835,"High","2020/2/16","Japan","Japan",0,1,0,0,0
"EPI_ISL_416593","GISAID",29790,"High","2020/2/16","Japan","Japan",0,1,0,0,0
"EPI_ISL_416594","GISAID",29789,"High","2020/2/16","Japan","Japan",0,1,0,0,0
"EPI_ISL_416595","GISAID",29833,"High","2020/2/16","Japan","Japan",0,1,0,0,0
"EPI_ISL_416596","GISAID",29789,"High","2020/2/16","Japan","Japan",0,1,0,0,0
"EPI_ISL_416597","GISAID",29830,"High","2020/2/16","Japan","Japan",0,1,0,0,0
"EPI_ISL_416598","GISAID",29830,"High","2020/2/16","Japan","Japan",0,1,0,0,0
"EPI_ISL_416599","GISAID",29824,"High","2020/2/16","Japan","Japan",0,1,0,0,0
"EPI_ISL_416600","GISAID",29766,"High","2020/2/16","Japan","Japan",0,1,0,0,0
"EPI_ISL_416601","GISAID",29832,"High","2020/2/16","Japan","Japan",0,1,0,0,0
"EPI_ISL_416603","GISAID",29831,"High","2020/2/16","Japan","Japan",0,1,0,0,0
"EPI_ISL_416604","GISAID",29767,"High","2020/2/16","Japan","Japan",0,1,0,0,0
